Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-09-07 00:00:00-04:00,79.39724228514677,80.18287296226067,79.16810260581688,79.42997741699219,9237800,0.0,0.0
2021-09-08 00:00:00-04:00,79.79006302818658,80.58387285933858,78.8489482155467,78.88168334960938,10775900,0.0,0.0
2021-09-09 00:00:00-04:00,78.47250283122048,79.8882677096135,78.03058789074385,78.5625228881836,10219400,0.0,0.0
2021-09-10 00:00:00-04:00,79.87190903906843,79.95374376400608,78.47251463878978,78.61981964111328,11006000,0.0,0.0
2021-09-13 00:00:00-04:00,79.5527352083071,80.78027459660363,79.4299800207598,80.17469024658203,11500900,0.0,0.0
2021-09-14 00:00:00-04:00,80.5102127838656,80.8048227305102,78.54615479768566,78.72618865966797,15294100,0.0,0.0
2021-09-15 00:00:00-04:00,79.37268811200839,80.63296252228363,79.37268811200839,80.39563751220703,11623400,0.0,0.0
2021-09-16 00:00:00-04:00,80.46110546840619,80.68205978534385,79.3072218246873,79.64274597167969,10616700,0.0,0.0
2021-09-17 00:00:00-04:00,79.47091103569177,80.51022510841766,78.86532660536935,79.18448638916016,16006100,0.0,0.0
2021-09-20 00:00:00-04:00,77.44957044808717,77.94877042219417,76.36115042299552,77.56414031982422,15796100,0.0,0.0
2021-09-21 00:00:00-04:00,78.2106264642058,78.47250128559824,76.95035193513341,77.62140655517578,10958400,0.0,0.0
2021-09-22 00:00:00-04:00,78.75892785492452,80.83756203299914,78.75892785492452,79.90463256835938,13292800,0.0,0.0
2021-09-23 00:00:00-04:00,80.39564888377078,82.05691794569758,79.99465441037879,81.88506317138672,10094900,0.0,0.0
2021-09-24 00:00:00-04:00,81.54954896819245,82.62978357032752,81.54954896819245,82.32698822021484,8225300,0.0,0.0
2021-09-27 00:00:00-04:00,83.95550648465824,84.92935638477118,83.95550648465824,84.26648712158203,12697500,0.0,0.0
2021-09-28 00:00:00-04:00,85.03575552419642,85.83774449700748,84.19283982723762,84.58565521240234,15560800,0.0,0.0
2021-09-29 00:00:00-04:00,84.4628984154714,85.3058078528856,83.75092327490778,84.56110382080078,10268100,0.0,0.0
2021-09-30 00:00:00-04:00,84.63474472057027,84.65929450854814,83.02257537841797,83.02257537841797,15319800,0.0,0.0
2021-10-01 00:00:00-04:00,83.6527238466886,85.5513179718883,83.37447832093602,85.37946319580078,10854900,0.0,0.0
2021-10-04 00:00:00-04:00,85.92776336054716,86.63155315993968,85.19942377059724,85.69862365722656,13305400,0.0,0.0
2021-10-05 00:00:00-04:00,86.77885099530126,88.19460957853828,86.27146580577093,86.63154602050781,13017300,0.0,0.0
2021-10-06 00:00:00-04:00,85.25671362466908,86.21419297328644,84.76569905437213,85.8704833984375,10630100,0.0,0.0
2021-10-07 00:00:00-04:00,86.4269527520246,86.9916228406294,86.10779302635787,86.48423767089844,8830900,0.0,0.0
2021-10-08 00:00:00-04:00,87.40897395233708,88.73471855598265,87.23711921098091,88.42374420166016,10586700,0.0,0.0
2021-10-11 00:00:00-04:00,89.65946653384322,89.71675145019341,87.49899791208225,87.67085266113281,9794800,0.0,0.0
2021-10-12 00:00:00-04:00,87.55631529140466,88.03915083130788,86.88526048953146,87.687255859375,9085000,0.0,0.0
2021-10-13 00:00:00-04:00,87.37626053339257,88.6610849848806,87.13894171987998,88.21099090576172,9220700,0.0,0.0
