Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-08-23 00:00:00-04:00,73.40198308110345,73.4444178984484,73.35954178812638,73.43592834472656,4005500,0.0,0.0,0.0
2021-08-24 00:00:00-04:00,73.37650207260212,73.40197072948193,73.2916259765625,73.2916259765625,5164800,0.0,0.0,0.0
2021-08-25 00:00:00-04:00,73.32560065585486,73.33409021080476,73.11340711153866,73.17282104492188,3904900,0.0,0.0,0.0
2021-08-26 00:00:00-04:00,73.19827756459276,73.20676711888511,73.08793926132245,73.18130493164062,4810900,0.0,0.0,0.0
2021-08-27 00:00:00-04:00,73.1982271155961,73.39344787597656,73.13881322776345,73.39344787597656,4780900,0.0,0.0,0.0
2021-08-30 00:00:00-04:00,73.3425777985078,73.47837829589844,73.32559868906343,73.47837829589844,4119000,0.0,0.0,0.0
2021-08-31 00:00:00-04:00,73.46987060620877,73.51231189371083,73.32558058971183,73.38499450683594,4974900,0.0,0.0,0.0
2021-09-01 00:00:00-04:00,73.45724890692289,73.45724890692289,73.3212295997192,73.39773559570312,4792400,0.135,0.0,0.0
2021-09-02 00:00:00-04:00,73.45726993681352,73.49977111816406,73.39775660855584,73.49977111816406,4885100,0.0,0.0,0.0
2021-09-03 00:00:00-04:00,73.32969578426203,73.3637005940704,73.28718815056298,73.34669494628906,4059700,0.0,0.0,0.0
2021-09-07 00:00:00-04:00,73.17672396935436,73.19372314220354,73.07470947498396,73.13421630859375,4839700,0.0,0.0,0.0
2021-09-08 00:00:00-04:00,73.21924528126144,73.32125980368806,73.18524044045255,73.25325012207031,4864600,0.0,0.0,0.0
2021-09-09 00:00:00-04:00,73.32972323990316,73.5422485164621,73.27021642189693,73.5167465209961,5504600,0.0,0.0,0.0
2021-09-10 00:00:00-04:00,73.3977636841723,73.43176852398648,73.20224396244082,73.3382568359375,3711400,0.0,0.0,0.0
2021-09-13 00:00:00-04:00,73.39776574108639,73.46577542262065,73.38926939521475,73.44877624511719,4047300,0.0,0.0,0.0
2021-09-14 00:00:00-04:00,73.50825989732371,73.68678039069361,73.48275789623632,73.62727355957031,4758300,0.0,0.0,0.0
2021-09-15 00:00:00-04:00,73.61028440912048,73.6187872399758,73.47427154423349,73.55928039550781,6204400,0.0,0.0,0.0
2021-09-16 00:00:00-04:00,73.40623500613363,73.49974665404298,73.36373383892943,73.4232406616211,4604000,0.0,0.0,0.0
2021-09-17 00:00:00-04:00,73.32124723085091,73.34674923564454,73.26174039107943,73.32975006103516,6217800,0.0,0.0,0.0
2021-09-20 00:00:00-04:00,73.44024841196571,73.55926207125435,73.43174558322852,73.53376007080078,6195100,0.0,0.0,0.0
2021-09-21 00:00:00-04:00,73.5422485164621,73.5507448577796,73.48274169845587,73.5167465209961,6962300,0.0,0.0,0.0
2021-09-22 00:00:00-04:00,73.51679383009196,73.61880187759955,73.44878414124629,73.59329986572266,6006200,0.0,0.0,0.0
2021-09-23 00:00:00-04:00,73.40627018294691,73.42327584658362,73.16824277811585,73.2022476196289,5222300,0.0,0.0,0.0
2021-09-24 00:00:00-04:00,73.1172039866205,73.13420315641261,73.00668668282131,73.0491943359375,4170600,0.0,0.0,0.0
2021-09-27 00:00:00-04:00,72.93867037031131,73.04067834219106,72.91316189158528,72.96417236328125,4858500,0.0,0.0,0.0
2021-09-28 00:00:00-04:00,72.74317750662469,72.79418151586057,72.59015899315798,72.64966583251953,6253700,0.0,0.0,0.0
