Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-09 00:00:00-04:00,142.72223685529076,143.21034301067533,142.05841963396023,142.61485290527344,48908700,0.0,0.0
2021-08-10 00:00:00-04:00,142.9565198163916,144.19631350606738,141.84363848192044,142.13650512695312,69023100,0.0,0.0
2021-08-11 00:00:00-04:00,142.57581781429272,143.2298783064216,142.06818321748432,142.3903350830078,48493500,0.0,0.0
2021-08-12 00:00:00-04:00,142.71249604702388,145.50446416374155,142.37081574173467,145.3482666015625,72282600,0.0,0.0
2021-08-13 00:00:00-04:00,145.42638655047446,145.88520764627282,144.74304073624972,145.5532989501953,59375000,0.0,0.0
2021-08-16 00:00:00-04:00,145.00659283395282,147.59356480078714,142.9858407795006,147.5252227783203,103296000,0.0,0.0
2021-08-17 00:00:00-04:00,146.6563820290242,148.07188700426227,145.5435005089824,146.61734008789062,92229700,0.0,0.0
2021-08-18 00:00:00-04:00,146.23660593235846,147.134719463398,142.67342208980006,142.87843322753906,86326000,0.0,0.0
2021-08-19 00:00:00-04:00,141.58005455752308,144.4794059910355,141.06266328178802,143.2103271484375,86960300,0.0,0.0
2021-08-20 00:00:00-04:00,143.9327425154178,144.9675251601663,143.28843882859866,144.66490173339844,60549600,0.0,0.0
2021-08-23 00:00:00-04:00,144.7820517027598,146.61733569322215,144.37204430196212,146.1487579345703,60131800,0.0,0.0
2021-08-24 00:00:00-04:00,145.8949130199866,147.27137582254224,145.6020463753851,146.0608673095703,48606400,0.0,0.0
2021-08-25 00:00:00-04:00,146.24637657624294,146.74425443123712,144.28419502392072,144.83087158203125,58991300,0.0,0.0
2021-08-26 00:00:00-04:00,144.82109417148567,145.57276688380205,144.00106455542348,144.0303497314453,48597200,0.0,0.0
2021-08-27 00:00:00-04:00,143.97180225819312,145.2115961914639,143.33727014912955,145.06517028808594,55802400,0.0,0.0
2021-08-30 00:00:00-04:00,145.45565533870288,149.83885461039787,145.07493307828,149.47764587402344,90956700,0.0,0.0
2021-08-31 00:00:00-04:00,149.02861147557854,149.1652806367618,147.6911901527622,148.21835327148438,86453100,0.0,0.0
2021-09-01 00:00:00-04:00,149.1945209265185,151.293371319359,148.71617155840954,148.8821258544922,80313700,0.0,0.0
2021-09-02 00:00:00-04:00,150.20982411045497,151.03961075732303,148.77479043390352,149.99505615234375,71115500,0.0,0.0
2021-09-03 00:00:00-04:00,150.10239938899159,150.9517142276546,149.44833892893834,150.6295623779297,57808700,0.0,0.0
2021-09-07 00:00:00-04:00,151.2836211735212,153.51914078415754,150.71741625258127,152.96270751953125,82278300,0.0,0.0
2021-09-08 00:00:00-04:00,153.24581573453693,153.3043860941943,150.31717858511598,151.42030334472656,74420200,0.0,0.0
2021-09-09 00:00:00-04:00,151.79127971049815,152.3965266648195,150.28790419091163,150.40505981445312,57305700,0.0,0.0
2021-09-10 00:00:00-04:00,151.3129047338198,151.78148246152148,145.16276433644302,145.4263458251953,140893200,0.0,0.0
2021-09-13 00:00:00-04:00,147.04688016056696,147.818081410703,145.21159606216116,145.99256896972656,102404300,0.0,0.0
2021-09-14 00:00:00-04:00,146.77353720711707,147.4764113119793,143.41536423851278,144.59657287597656,109296300,0.0,0.0
2021-09-15 00:00:00-04:00,145.02610332343372,145.8851749521173,142.88819590848047,145.48492431640625,83281300,0.0,0.0
2021-09-16 00:00:00-04:00,144.90894501042473,145.4263362978241,143.71796490468603,145.2506103515625,68034100,0.0,0.0
2021-09-17 00:00:00-04:00,145.27994241453277,145.27994241453277,142.29271983680104,142.58558654785156,129868800,0.0,0.0
2021-09-20 00:00:00-04:00,140.37932278347847,141.39457695669392,137.90950701335717,139.53977966308594,123478900,0.0,0.0
2021-09-21 00:00:00-04:00,140.50621829477157,141.1602935933769,139.38358019514303,140.0181121826172,75834000,0.0,0.0
2021-09-22 00:00:00-04:00,141.01387841720836,142.94677480134484,140.28171911608493,142.38058471679688,76404300,0.0,0.0
2021-09-23 00:00:00-04:00,143.16150856090553,143.58128753921014,142.17553963315416,143.3372344970703,64838200,0.0,0.0
2021-09-24 00:00:00-04:00,142.19510285111807,143.96204492535793,142.09747565204063,143.4251251220703,53477900,0.0,0.0
2021-09-27 00:00:00-04:00,142.0095839613355,142.48793328173883,140.39883985731234,141.91195678710938,74150700,0.0,0.0
2021-09-28 00:00:00-04:00,139.8424227657557,141.30674132874793,138.31953384357482,138.5343017578125,108972300,0.0,0.0
2021-09-29 00:00:00-04:00,139.08095132289213,141.01384728022984,138.65141557774692,139.43238830566406,74602000,0.0,0.0
2021-09-30 00:00:00-04:00,140.24268621892764,140.9455603850025,137.91929578685694,138.13406372070312,89056700,0.0,0.0
2021-10-01 00:00:00-04:00,138.52453927839463,139.52028013802934,135.80091312494108,139.25669860839844,94639600,0.0,0.0
2021-10-04 00:00:00-04:00,138.38788760314102,138.82719517325862,134.98091529074117,135.83021545410156,98322000,0.0,0.0
2021-10-05 00:00:00-04:00,136.17183699568994,138.8564203851178,136.04492465061978,137.7532958984375,80861100,0.0,0.0
2021-10-06 00:00:00-04:00,136.15233067899587,138.76857249312508,135.07849119061893,138.6221466064453,83221100,0.0,0.0
2021-10-07 00:00:00-04:00,139.65696027730579,140.7893703718494,139.32505159657362,139.88148498535156,61732700,0.0,0.0
2021-10-08 00:00:00-04:00,140.60385709315267,140.7502829805711,139.16882381318146,139.500732421875,58773200,0.0,0.0
2021-10-11 00:00:00-04:00,138.88573944232053,141.36531233280488,138.43667519346084,139.4128875732422,64452200,0.0,0.0
2021-10-12 00:00:00-04:00,139.82286975119803,139.84239816609858,137.68496264197734,138.14378356933594,73035900,0.0,0.0
2021-10-13 00:00:00-04:00,137.8802114942071,138.03639411972742,135.88873033671427,137.5580596923828,78762700,0.0,0.0
2021-10-14 00:00:00-04:00,138.7295267040612,140.45742659800283,138.14379338196727,140.34027099609375,69907100,0.0,0.0
2021-10-15 00:00:00-04:00,140.35006796929892,141.45317790755652,140.09624319922384,141.3946075439453,67940300,0.0,0.0
2021-10-18 00:00:00-04:00,140.03766984054468,143.347029376178,139.75457479053856,143.06393432617188,85589200,0.0,0.0
2021-10-19 00:00:00-04:00,143.51298745891924,145.62160993395176,143.06393807186709,145.2213592529297,76378900,0.0,0.0
2021-10-20 00:00:00-04:00,145.16276563549152,146.18779152686344,144.59656071553547,145.70944213867188,58418800,0.0,0.0
2021-10-21 00:00:00-04:00,145.27014914498275,146.0804071368253,144.35250720492448,145.92420959472656,61421000,0.0,0.0
2021-10-22 00:00:00-04:00,146.12922747617256,146.6075619891813,145.1042015405824,145.15301513671875,58883400,0.0,0.0
2021-10-25 00:00:00-04:00,145.1432747359116,145.81686377851983,144.1084918165859,145.10423278808594,50720600,0.0,0.0
2021-10-26 00:00:00-04:00,145.77780790953028,147.25188335627817,145.46541277347194,145.76805114746094,60893400,0.0,0.0
