Date,JPM
2021-08-31,-0.0030538425398950464
2021-09-01,-0.0014382993472408234
2021-09-02,0.004633460542289303
2021-09-03,-0.006045387446000805
2021-09-07,-0.001755679612161054
2021-09-08,-0.004459425290452401
2021-09-09,0.004353282002819592
2021-09-10,-0.01149550395074439
2021-09-13,0.015886753829710942
2021-09-14,-0.01745255935246115
2021-09-15,0.00693979761896113
2021-09-16,-0.00044291143804853217
2021-09-17,-0.002593344940253761
2021-09-20,-0.02993407495806899
2021-09-21,0.00013068669413884848
2021-09-22,0.019152820039112672
2021-09-23,0.03380134755532249
2021-09-24,0.011540147568839032
2021-09-27,0.024165978416722078
2021-09-28,-0.00538982008940847
2021-09-29,-0.0007829821332223652
2021-09-30,-0.013618413498019066
2021-10-01,0.021015111514328
2021-10-04,-0.00107676918339783
2021-10-05,0.01633021796721712
2021-10-06,0.002134264629042759
2021-10-07,0.006330682489491535
2021-10-08,0.0007641879033157828
2021-10-11,-0.02103153437623262
2021-10-12,-0.007681264452397918
2021-10-13,-0.02636677272722543
2021-10-14,0.01534169051550438
2021-10-15,0.019208473645615287
2021-10-18,-0.0003601563311634859
2021-10-19,0.012128462064485701
2021-10-20,0.013466345251335277
2021-10-21,-0.007843562590035713
2021-10-22,0.013451172216460083
2021-10-25,-0.004889835609946602
2021-10-26,0.002690920513821915
2021-10-27,-0.0208281749774486
2021-10-28,0.015074672831084657
2021-10-29,-0.0027592067222658168
2021-11-01,-0.0005295515354111213
2021-11-02,0.003945599179479009
2021-11-03,0.0003521020958947574
2021-11-04,-0.013135377534882808
2021-11-05,-0.0014262437220099455
2021-11-08,0.00601005094822038
2021-11-09,-0.007571210063740175
2021-11-10,-0.0009536853551364022
2021-11-11,-5.978400643491533e-05
2021-11-12,-0.004474531259726411
2021-11-15,-0.0017979806865929815
2021-11-16,-0.007204567381791538
2021-11-17,-0.005382062287103584
2021-11-18,-0.008633838925651283
2021-11-19,-0.013063388819194777
2021-11-22,0.0213147173322914
2021-11-23,0.023912490992550328
2021-11-24,-0.007843990451646854
2021-11-26,-0.03012701248258076
2021-11-29,-0.004322696059683606
2021-11-30,-0.014885685720432473
2021-12-01,-0.005918256696957558
2021-12-02,0.02102713314375615
2021-12-03,-0.018112984403634846
2021-12-06,0.011813695186205786
2021-12-07,0.01504770725597826
2021-12-08,-0.011441348550683572
2021-12-09,-0.001555654238973303
2021-12-10,-0.003988658434258441
2021-12-13,-0.011888383546368786
2021-12-14,0.007662303538981341
2021-12-15,-0.007478091819012267
2021-12-16,0.015638814654487465
2021-12-17,-0.022754170965798237
2021-12-20,-0.01798932934150388
2021-12-21,0.013966770508826665
2021-12-22,0.0039077258689448335
2021-12-23,0.003573641598816124
2021-12-27,0.005722998562692316
2021-12-28,0.003035078319518325
2021-12-29,-0.0005045866241529806
2021-12-30,-0.0005045161458174796
2021-12-31,-0.0008201712229445324
2022-01-03,0.021155795018574786
2022-01-04,0.03790988779956472
2022-01-05,-0.01828247930943827
2022-01-06,0.010624190768477648
2022-01-07,0.009908105656868393
2022-01-10,0.0009571408595705488
2022-01-11,0.0010161684231508872
2022-01-12,0.0056718515735436625
2022-01-13,-0.0012466756162219372
2022-01-14,-0.061463581695905156
2022-01-18,-0.0419280358048395
2022-01-19,-0.01546900793657513
2022-01-20,-0.008527295157395365
2022-01-21,-0.017472850147812413
2022-01-24,-0.0008957683015086149
2022-01-25,0.010900191420238237
2022-01-26,0.009486351286745354
2022-01-27,-0.017644855978581675
2022-01-28,0.008946324639032222
2022-01-31,0.01357367134303944
2022-02-01,0.01715983760934159
2022-02-02,-0.008005161936775362
2022-02-03,-0.008269978745312545
2022-02-04,0.025958349759844568
2022-02-07,0.003342884431709603
2022-02-08,0.018814747377510654
2022-02-09,0.00416819186654771
2022-02-10,-0.004150890159944076
2022-02-11,-0.01301667024753106
