Date,RIOT
2022-05-24,-0.0860058514730132
2022-05-25,0.025518317049255668
2022-05-26,0.046656329509168426
2022-05-27,0.07578005209499072
2022-05-31,-0.006906038049498853
2022-06-01,-0.0931849890072124
2022-06-02,0.05368096712522252
2022-06-03,-0.0960698483852156
2022-06-06,0.02576487060052446
2022-06-07,-0.03139714487570722
2022-06-08,-0.03241495682807616
2022-06-09,-0.08375209674571005
2022-06-10,-0.05484455674671862
2022-06-13,-0.1005802656195065
2022-06-14,0.05161285294537188
2022-06-15,-0.006134914885540077
2022-06-16,-0.06790121700416962
2022-06-17,0.026490039735375337
2022-06-21,0.09462366627880492
2022-06-22,-0.09626723639805657
2022-06-23,0.07391307818191106
2022-06-24,0.050607286863203926
2022-06-27,-0.05780350432125636
2022-06-28,-0.026584793691863506
2022-06-29,-0.054621894197453
2022-06-30,-0.06888887617323136
2022-07-01,0.011933105779209363
2022-07-05,0.11556610245431687
2022-07-06,-0.042283257602251045
2022-07-07,0.16556290623918768
2022-07-08,0.03409087522463494
2022-07-11,-0.10805863525014303
2022-07-12,-0.0061601095844271425
2022-07-13,0.018594973742430687
2022-07-14,0.07910757746500408
2022-07-15,0.046992479686692956
2022-07-18,0.11849188995899973
2022-07-19,0.12038523237621734
2022-07-20,0.005730653544946174
2022-07-21,0.08547007211720525
2022-07-22,-0.06561679888572791
2022-07-25,-0.06601120754860024
2022-07-26,-0.06616542118953872
2022-07-27,0.1513687683488243
2022-07-28,0.034965034498667835
2022-07-29,-0.010810800361494066
2022-08-01,0.0013660863128652778
2022-08-02,0.05729878317401038
2022-08-03,0.04774192071730088
2022-08-04,0.0073892143426512735
2022-08-05,0.011002463231076343
2022-08-08,0.05320429939882776
2022-08-09,-0.0648679193925128
2022-08-10,0.1184774886039146
2022-08-11,0.045005578105144384
2022-08-12,0.04306720879175452
2022-08-15,-0.017119846029142072
2022-08-16,-0.060450833888503586
2022-08-17,-0.08942199432953768
2022-08-18,-0.008383310814437883
2022-08-19,-0.12439610702760096
2022-08-22,-0.03448275862068961
2022-08-23,0.014285700661795575
2022-08-24,0.026760571798950084
2022-08-25,0.019204371360519223
2022-08-26,-0.08613726531252186
2022-08-29,0.026509547768760244
2022-08-30,-0.011477751235894229
2022-08-31,0.04063863791497724
2022-09-01,-0.044630427929755356
2022-09-02,-0.03211675813934933
2022-09-06,-0.03469080167472682
2022-09-07,0.023437514551915006
2022-09-08,0.13893127036840802
2022-09-09,0.10723863091743091
2022-09-12,0.025423732727353654
2022-09-13,-0.09917356860751958
2022-09-14,-0.009174334287215924
2022-09-15,-0.023809501283202916
2022-09-16,-0.09959351248195547
2022-09-19,-0.018811136246620563
2022-09-20,-0.046012299327067185
2022-09-21,0.024115771772849293
2022-09-22,-0.004709534303007024
2022-09-23,-0.0015773231295197476
2022-09-26,0.05845179937102696
2022-09-27,0.019403002707723438
2022-09-28,0.07467060535560055
2022-09-29,-0.03405994479603058
2022-09-30,-0.011283486880723781
2022-10-03,0.025677578097217157
2022-10-04,0.055632836186939594
2022-10-05,-0.044795803129458966
2022-10-06,-0.012413814150053826
2022-10-07,-0.08310053112734428
2022-10-10,-0.026656540625980774
2022-10-11,-0.031298875343346966
2022-10-12,-0.008077575165211792
2022-10-13,0.0407166132632335
2022-10-14,-0.09859149464274564
2022-10-17,0.04861106282031291
2022-10-18,-0.02814570817344686
2022-10-19,-0.03407151842662903
2022-10-20,-0.015873042570877183
2022-10-21,0.04480286799609101
2022-10-24,0.03773589535297228
2022-10-25,0.1586776872531579
2022-10-26,0.00713262657135183
2022-10-27,-0.031161443622481966
2022-10-28,0.030701759278107588
2022-10-31,-0.02269508083979066
2022-11-01,-0.06386067717660071
2022-11-02,-0.08992247145076049
2022-11-03,-0.0613287331679323
2022-11-04,0.050816646341231175
2022-11-07,-0.006908456324104306
2022-11-08,-0.07304349152938183
2022-11-09,-0.08067539108699195
2022-11-10,0.10612244302160989
2022-11-11,-0.014760133317333168
2022-11-14,-0.03745323602760009
2022-11-15,0.015564187895738879
2022-11-16,-0.10727968683672706
2022-11-17,-0.006437711148821523
2022-11-18,-0.03671707820561754
2022-11-21,-0.10762332174170008
2022-11-22,0.002512560405862674
2022-11-23,0.10776944003243938
2022-11-25,0.002262387301373625
2022-11-28,-0.0406320170008061
2022-11-29,-0.0023529950310202663
2022-11-30,0.09669819490135101
2022-12-01,-0.015053800048545063
2022-12-02,0.08296945868362116
2022-12-05,-0.06048390895717448
2022-12-06,-0.060085781575011654
2022-12-07,-0.03652975344035825
2022-12-08,0.035545048062815
2022-12-09,-0.041189893147009715
2022-12-12,-0.00477326507240694
2022-12-13,-0.023980792039083765
2022-12-14,0.01965600008154267
2022-12-15,-0.03132532806108479
2022-12-16,-0.05472637553583393
2022-12-19,0.005263152941442195
2022-12-20,0.002617798596338483
2022-12-21,0.0
2022-12-22,-0.013054818097202991
2022-12-23,-0.026455001425780944
2022-12-27,-0.07065217003986834
2022-12-28,-0.038011728520717325
2022-12-29,0.03951371305417828
2022-12-30,-0.008771921263311722
2023-01-03,-0.0058997695357470015
2023-01-04,0.1513353846293164
2023-01-05,0.08762877982536454
2023-01-06,0.014218109620800279
2023-01-09,0.1425232772838021
2023-01-10,0.15337423731649702
2023-01-11,-0.04787233817697878
2023-01-12,0.14525143881397717
2023-01-13,-0.021138229662604813
2023-01-17,0.06478403118293241
2023-01-18,-0.10920434101847065
2023-01-19,0.01225922437718463
2023-01-20,0.07266428792581525
2023-01-23,0.045161325551965836
2023-01-24,-0.05246915919554329
2023-01-25,0.014658005626212667
2023-01-26,-0.016051349009055138
2023-01-27,0.03262639568211134
2023-01-30,-0.06161135405784657
2023-01-31,0.05555554217628633
2023-02-01,0.09409890819500566
2023-02-02,0.09183668007904378
2023-02-03,-0.0867823282233875
2023-02-06,-0.023391859748531196
2023-02-07,-0.01197603679070025
2023-02-08,-0.012121200736670112
2023-02-09,-0.1334355656601478
2023-02-10,-0.02477873701283384
2023-02-13,-0.007259607446205685
2023-02-14,0.07861066209670109
2023-02-15,0.1288135152135701
2023-02-16,-0.0450450031187728
2023-02-17,0.036163524252379675
2023-02-21,-0.05614572895737202
2023-02-22,0.020900340647264315
2023-02-23,0.0031496033428162207
2023-02-24,-0.07849293704596605
2023-02-27,0.023850144131547957
2023-02-28,0.039933404655263516
2023-03-01,-0.017600021362304652
2023-03-02,0.006514651909255154
2023-03-03,0.02589002082420455
2023-03-06,0.004731818966746459
2023-03-07,-0.03139714487570722
2023-03-08,0.021069710345774206
2023-03-09,-0.1222222154943613
2023-03-10,-0.041591321943450166
2023-03-13,0.17924524058053204
2023-03-14,0.10239997863769523
2023-03-15,-0.029027549077029424
2023-03-16,0.053811678689876796
2023-03-17,0.1489361932379487
2023-03-20,0.055555529391652314
2023-03-21,0.06081865409229459
2023-03-22,-0.10694590363746348
2023-03-23,0.16913578037517318
2023-03-24,-0.08870117517445841
2023-03-27,-0.06836618131680205
2023-03-28,0.008706429745813704
2023-03-29,0.13810110147624322
2023-03-30,-0.009750726259707743
2023-03-31,0.0929977457185085
2023-04-03,-0.03203200221779423
2023-04-04,-0.011375352203658151
2023-04-05,-0.04288711120191213
2023-04-06,0.001092921234836508
2023-04-10,0.15502184497253313
2023-04-11,0.17013234439649616
2023-04-12,-0.0024232417361770286
2023-04-13,0.09311737514241392
2023-04-14,-0.0014815153899015998
2023-04-17,-0.04080113173129263
2023-04-18,0.040216511354698614
2023-04-19,-0.09962826554576021
2023-04-20,-0.09991742959957894
2023-04-21,-0.03486230954729497
2023-04-24,-0.012357424789366744
2023-04-25,0.030798814653540507
2023-04-26,0.018674118445637378
2023-04-27,0.08524292558962587
2023-04-28,0.010135125338900819
2023-05-01,-0.12040130232360835
2023-05-02,0.11977178900953867
2023-05-03,-0.08828522796500227
2023-05-04,0.009311022681643522
2023-05-05,0.06457562725199972
2023-05-08,-0.09098788511315214
2023-05-09,0.09056242421289129
2023-05-10,0.07342658945794711
2023-05-11,-0.12785014079510504
2023-05-12,-0.009337103745428954
2023-05-15,0.044297858834804194
2023-05-16,-0.020758081572206155
2023-05-17,0.06267274908697762
2023-05-18,-0.03989592790982943
2023-05-19,0.0009033630675265858
2023-05-22,0.10108302285840276
2023-05-23,-0.07540984349813373
2023-05-24,-0.0008864605890275268
2023-05-25,-0.01774629590202681
2023-05-26,-0.013550101415125582
2023-05-30,0.1016483194983604
2023-05-31,-0.0024937434444798345
2023-06-01,0.03416665395100904
2023-06-02,-0.05640610941756852
2023-06-05,-0.08795898630365706
2023-06-06,0.020599186055067387
2023-06-07,-0.04311920456909757
2023-06-08,0.011505261941318956
2023-06-09,-0.020853105502501634
2023-06-12,-0.008712502735005234
2023-06-13,0.0019531697471404375
2023-06-14,-0.01072130681263661
2023-06-15,-0.01773392692279996
2023-06-16,0.043129321964362255
2023-06-20,0.081730808908419
2023-06-21,0.038222249348958126
2023-06-22,-0.03767127761654576
2023-06-23,0.03202852470483197
2023-06-26,-0.07155171520786574
2023-06-27,0.08170836800032277
2023-06-28,-0.009442030925244094
2023-06-29,0.010398603635680903
2023-06-30,0.013722114022807874
2023-07-03,0.12944168579932103
2023-07-05,0.017977510431482102
2023-07-06,-0.003679189858238674
2023-07-07,0.1432791422340447
2023-07-10,0.08914735845760058
2023-07-11,0.038552763641727994
2023-07-12,0.007995396220356277
2023-07-13,0.14957514753855294
2023-07-14,-0.0576638749877324
2023-07-17,-0.03347286971263186
2023-07-18,-0.010822449163687464
2023-07-19,0.03555796466709826
2023-07-20,-0.024300104828604674
2023-07-21,-0.004872775091161907
2023-07-24,-0.051686555983019855
2023-07-25,0.029833645935695152
2023-07-26,0.027855152019398588
2023-07-27,-0.0460704794753789
2023-07-28,0.04431811149948062
2023-07-31,0.007617045886264995
2023-08-01,-0.01565879634769518
2023-08-02,-0.014262218069696186
2023-08-03,-0.008903720285242556
2023-08-04,-0.039303698853523916
2023-08-07,-0.04617188120083371
2023-08-08,0.04748772261166523
2023-08-09,-0.04416491319638727
2023-08-10,-0.08200735251374303
2023-08-11,0.015333302815755179
2023-08-14,-0.03742611372006133
2023-08-15,-0.06548431433418045
2023-08-16,-0.04379557928093081
2023-08-17,-0.10610689334703727
2023-08-18,-0.054654170899902765
2023-08-21,-0.030713655100357395
2023-08-22,-0.01677533636352324
2023-08-23,0.05402840611555626
2023-08-24,-0.06834534502727874
2023-08-25,0.0009652730900806539
2023-08-28,0.011571830943430284
2023-08-29,0.1725453249865767
2023-08-30,-0.020325202936851694
2023-08-31,-0.05809126955892985
2023-09-01,-0.027312811383056412
2023-09-05,-0.005434820636233795
2023-09-06,0.023679438954592236
2023-09-07,0.012455546812597973
2023-09-08,-0.03778561518906509
2023-09-11,-0.07397255525584734
2023-09-12,0.03944769279950511
2023-09-13,-0.02466795349362838
2023-09-14,0.067120676262721
2023-09-15,-0.018231522734438954
2023-09-18,0.014856066909149535
2023-09-19,-0.04483080614009172
2023-09-20,-0.0402298026341692
2023-09-21,-0.0439122269417358
2023-09-22,-0.0354906216383728
2023-09-25,0.0021645517596426966
2023-09-26,-0.021598251006661906
2023-09-27,-0.004415006622562556
2023-09-28,0.04545452623111723
2023-09-29,-0.010604493980221452
2023-10-02,0.05894964579124995
2023-10-03,-0.11133606970934462
2023-10-04,0.03246012028244838
2023-10-05,-0.006067220523703454
2023-10-06,0.1009988706210101
2023-10-09,0.025201612709402132
2023-10-10,-0.000983306667336703
2023-10-11,-0.07431103600195688
2023-10-12,-0.021796909040558976
2023-10-13,-0.0054348034534208445
2023-10-16,0.029508247980347013
2023-10-17,0.026539277916689308
2023-10-18,-0.08583246299457659
2023-10-19,-0.0022624951830817475
2023-10-20,0.005668956061779085
2023-10-23,0.0901916799387239
2023-10-24,0.10341261552329306
2023-10-25,-0.01030924610034778
2023-10-26,-0.07291670711804965
2023-10-27,-0.02553626159082034
2023-10-30,0.00733749424571517
2023-10-31,0.017689914918553207
2023-11-01,0.04396731256813102
2023-11-02,0.10675809485948995
2023-11-03,0.007964615138828401
2023-11-06,-0.03336260781271072
2023-11-07,0.005449542660770579
2023-11-08,-0.07136404549517683
2023-11-09,-0.006809309011916342
2023-11-10,0.014691441524959714
2023-11-13,-0.05501927738548151
2023-11-14,-0.006128745643564026
2023-11-15,0.09763625977736723
2023-11-16,-0.048689180047276404
2023-11-17,0.03149603342816265
2023-11-20,0.0801526898166871
2023-11-21,-0.013250850050716911
2023-11-22,0.03849599840991713
2023-11-24,0.0362069019381126
2023-11-27,-0.01663899794698187
2023-11-28,0.08798646266534371
2023-11-29,0.010886496660990286
2023-11-30,-0.03461536994347203
2023-12-01,0.09721117517826672
2023-12-04,0.08932458252336817
2023-12-05,0.009333356221516986
2023-12-06,-0.025099082286910934
2023-12-07,0.008130073421291018
2023-12-08,0.06384407271228265
2023-12-11,-0.11433982783738605
2023-12-12,0.0032096377425372413
2023-12-13,0.08354071992818657
2023-12-14,0.033464582450214664
2023-12-15,-0.007619040352957573
2023-12-18,0.049264203355823044
2023-12-19,0.01707321299746467
2023-12-20,-0.013788941128793586
2023-12-21,0.018237034841750432
2023-12-22,0.061492578307194456
2023-12-26,-0.024184493170394172
2023-12-27,0.07319887203691744
2023-12-28,-0.05477982877500587
2023-12-29,-0.12102273115195505
2024-01-02,-0.00387850152430691
2024-01-03,-0.024010375679608953
2024-01-04,0.054521256443087696
2024-01-05,-0.06494323803705426
2024-01-08,0.07956846333421241
2024-01-09,-0.01686448806394114
2024-01-10,-0.012071129805982461
2024-01-11,-0.15819935742590607
2024-01-12,-0.10389614931231994
2024-01-16,-0.037510622127391424
2024-01-17,-0.037201069770863904
2024-01-18,-0.04967800989312077
2024-01-19,-0.0038722131799086013
2024-01-22,0.030126377139546356
2024-01-23,-0.02075474142561362
2024-01-24,-0.029865165337080946
2024-01-25,0.05561076828081002
2024-01-26,0.06773285599975543
2024-01-29,0.01762112797737525
2024-01-30,-0.018181821184334646
2024-01-31,-0.038800752040308084
2024-02-01,0.0366973014865597
2024-02-02,-0.007964615138828401
2024-02-05,-0.07760926695794146
2024-02-06,0.04545457060860647
2024-02-07,0.04717846951069826
2024-02-08,0.1528269030520948
2024-02-09,0.11494252705566699
2024-02-12,0.0941580665017081
2024-02-13,-0.030150784774517603
2024-02-14,0.141191795213506
2024-02-15,-0.061861526712351345
2024-02-16,-0.00483968060392681
2024-02-20,-0.024924001726237432
2024-02-21,-0.05860352122222501
2024-02-22,0.04172179767225148
2024-02-23,-0.05594400421969059
2024-02-26,0.16969699616359613
2024-02-27,-0.032815289270763714
2024-02-28,-0.06845236135448107
2024-02-29,-0.09776356359520955
2024-03-01,0.022662868089077692
2024-03-04,-0.06648199903351315
2024-03-05,-0.09124625994106461
2024-03-06,-0.010612254240074948
2024-03-07,-0.0123762062662226
2024-03-08,0.03174604059848063
2024-03-11,-0.046153897238236596
2024-03-12,-0.013582330308911983
2024-03-13,0.009466407724663561
2024-03-14,-0.0682011311407118
2024-03-15,0.06129918184692795
2024-03-18,-0.0146551785089174
2024-03-19,-0.029746294270344698
2024-03-20,0.11812438664725255
2024-03-21,-0.03387097493666902
2024-03-22,-0.04841401885377594
2024-03-25,0.09122806988191012
2024-03-26,-0.03135043430897133
2024-03-27,0.01576759978222997
2024-03-28,0.0
2024-04-01,-0.06290845739280704
2024-04-02,-0.07497825547778625
2024-04-03,-0.030160198414599493
2024-04-04,-0.009718210091394286
2024-04-05,0.0009813767707200771
2024-04-08,-0.01470584522894025
2024-04-09,-0.004975143262281545
2024-04-10,-0.013000011444091797
2024-04-11,-0.012158043257392115
2024-04-12,-0.06666662754156627
2024-04-15,-0.058241831255825716
2024-04-16,-0.05950983586563363
2024-04-17,-0.01116633061283745
2024-04-18,0.04015058721271081
2024-04-19,0.10132691875189459
2024-04-22,0.2311062026538051
2024-04-23,0.054270518040311355
2024-04-24,0.0025316229540466306
2024-04-25,0.019360230641475296
2024-04-26,-0.014863695838522872
2024-04-29,-0.07124898237437216
2024-04-30,-0.08754515105667648
2024-05-01,-0.028684468021865084
2024-05-02,0.0488798890863138
2024-05-03,0.011650474110381337
2024-05-06,0.03358928780298176
2024-05-07,-0.05571033945845483
2024-05-08,0.017699144918922993
2024-05-09,-0.006763347431741562
2024-05-10,-0.1050583610661151
2024-05-13,0.0326087170602698
2024-05-14,0.029473656102230628
2024-05-15,0.061349733931684414
2024-05-16,-0.03660887381997735
2024-05-17,0.006000041961669922
2024-05-20,0.0894631790248539
2024-05-21,-0.03193434126382555
2024-05-22,0.016965156550452942
2024-05-23,-0.07599626484923505
2024-05-24,0.04012032174693991
2024-05-28,-0.0028929347446732256
2024-05-29,-0.03288202587722355
2024-05-30,0.005000019073486239
2024-05-31,-0.030845812311773857
2024-06-03,-0.009240262289817336
2024-06-04,0.002072586378684127
2024-06-05,-0.002068299649004457
2024-06-06,0.05284976674014752
2024-06-07,-0.04330704596372359
2024-06-10,0.018004134354654422
2024-06-11,0.009600738651806218
2024-06-12,0.06506512383351493
2024-06-13,0.03195481089687591
2024-06-14,-0.040983590894894006
2024-06-17,0.036087381203921076
2024-06-18,-0.022914757424061794
2024-06-20,-0.022514050145735154
2024-06-21,-0.08349327055557099
2024-06-24,-0.035602109507573476
2024-06-25,-0.001085801177026724
2024-06-26,-0.01847826954547782
2024-06-27,0.009966794601252715
2024-06-28,0.002193032677044293
2024-07-01,0.08862138244164619
2024-07-02,-0.023115532326157373
2024-07-03,-0.015432157210263142
2024-07-05,0.007314592552849497
2024-07-08,-0.024896339859440064
2024-07-09,-0.027659498484976508
2024-07-10,0.0021881294680656804
2024-07-11,0.016375608592064328
2024-07-12,0.0531686211867497
2024-07-15,0.17083112543875845
2024-07-16,0.1062718045014095
2024-07-17,-0.02204722339971399
2024-07-18,-0.11835750869555928
2024-07-19,0.09863013173682744
2024-07-22,0.01745636266070849
2024-07-23,-0.05310454499059958
2024-07-24,-0.023295983969713996
2024-07-25,-0.05212015622735877
2024-07-26,0.0438024498676588
2024-07-29,-0.05089283076171924
2024-07-30,-0.0244590993492676
2024-07-31,-0.017357792397514227
2024-08-01,-0.08537781367861008
2024-08-02,-0.08047210563928531
2024-08-05,-0.030338306238744006
2024-08-06,0.012033624879169702
2024-08-07,-0.09155766883437633
2024-08-08,0.08507854800086956
2024-08-09,-0.027744215113954862
2024-08-12,-0.05583129809857934
2024-08-13,0.030223392252066716
2024-08-14,-0.024234700704405254
2024-08-15,0.0039215336728373185
2024-08-16,0.04036457678497141
2024-08-19,0.007509439466266921
2024-08-20,-0.0012422644279369566
2024-08-21,0.03855726630442069
2024-08-22,-0.035928164913695326
2024-08-23,0.055900596099744515
2024-08-26,-0.016470628626206296
2024-08-27,-0.055023873229756215
2024-08-28,-0.032911420980146655
2024-08-29,0.00523559719267741
2024-08-30,-0.019531200766018997
2024-09-03,-0.0996015908502994
2024-09-04,0.010324438445142414
2024-09-05,-0.02335764228316317
2024-09-06,-0.046337808688799775
2024-09-09,0.06739809100713545
2024-09-10,0.06314241291507505
2024-09-11,-0.0207181800099846
2024-09-12,-0.008462615160542808
2024-09-13,0.024182019115675413
2024-09-16,-0.033333302427220435
2024-09-17,0.020114923235383886
2024-09-18,0.00985917923966495
2024-09-19,0.006973460720456348
2024-09-20,-0.00415508778988416
2024-09-23,0.019471469453606227
2024-09-24,0.027285168920052838
2024-09-25,-0.011952211166031512
2024-09-26,0.04435482811398539
2024-09-27,0.009009031123965228
2024-09-30,-0.05357143726015212
2024-10-01,-0.04582212251912943
2024-10-02,0.024011310469754577
2024-10-03,0.024827562529465164
2024-10-04,0.05652760242228139
2024-10-07,0.03949043905040028
2024-10-08,0.0
2024-10-09,-0.04166662770938179
2024-10-10,-0.010230230023922982
2024-10-11,0.08656331991042854
2024-10-14,0.039238992829185415
2024-10-15,0.0034325729326272203
2024-10-16,0.035347713769838585
2024-10-17,0.013215846538256582
2024-10-18,0.07173911533644128
2024-10-21,-0.012170374212722934
2024-10-22,0.018480524579634006
2024-10-23,-0.015120929171031916
2024-10-24,0.04298864922630363
2024-10-25,-0.05397441214024645
2024-10-28,0.09543568916272838
2024-10-29,0.029356008865919714
2024-10-30,-0.03587859681957073
2024-10-31,-0.11832059401536577
2024-11-01,0.0216450015388836
2024-11-04,-0.04872881976635579
2024-11-05,0.08129181883330583
2024-11-06,0.261585988864502
2024-11-07,0.011428599454918587
2024-11-08,0.03389831030313828
2024-11-11,0.16861824954387794
2024-11-12,-0.034736168903681586
2024-11-13,-0.12318337414993474
2024-11-14,-0.0635359353061068
2024-11-15,0.0425621680727033
2024-11-18,-0.01697655942520504
2024-11-19,0.00904610293847763
2024-11-20,-0.009780019132556106
2024-11-21,-0.03209871620519544
2024-11-22,0.04676872279169664
2024-11-25,-0.02030869142795566
2024-11-26,-0.07379770417545661
2024-11-27,0.10743059991663695
2024-11-29,0.02263538686835931
2024-12-02,-0.04347820186926177
2024-12-03,0.003305781867104951
2024-12-04,0.06672153567012873
2024-12-05,-0.04864865820230979
2024-12-06,0.051136374192086054
2024-12-09,-0.13436291866763372
2024-12-10,-0.00981263660150955
2024-12-11,0.06036036515930543
2024-12-12,0.047578542409741464
2024-12-13,0.05352796849115715
2024-12-16,0.08006158430928934
2024-12-17,-0.004276512265455112
2024-12-18,-0.14459559192215343
2024-12-19,-0.06359834652822238
2024-12-20,0.032171637520225005
2024-12-23,-0.06493506386273762
2024-12-24,0.08055554353651195
2024-12-26,-0.010282766475969818
